description,carb,fat,energy,protein,country,amount_type,queries
"['BEANS (BLACK, MULATTO, PURPLE, PINK, ETC.), NOT DETERMINED', 'BOVINE MEAT, COOKING WITHOUT FATS/OILS', 'RAW SALAD OR GREENS, EXCEPT FRUIT, NOT DETERMINED', 'TRADITIONAL COCA COLA, NOT DETERMINED', 'WHITE RICE, NOT DETERMINED']","[20.45, 0.0, 3.43, 41.57, 26.22]","[2.41, 11.74, 0.12, 0.0, 1.43]","[111, 190, 16, 168, 124]","[6.57, 21.28, 0.95, 0.0, 2.16]",BRA,metric,"I’m eating 140g of black beans with 75g of bovine meat cooked without any fats, 80g of raw greens, and I’ll wash it down with 480g of Coca Cola, plus a side of 90g of white rice."
"['BEETROOT, RAW', 'CHICKEN EGG, GRIDDLING', 'FREE-RANGE CHICKEN (GALINHADA CAIPIRA), NOT DETERMINED']","[3.56, 3.04, 70.13]","[0.03, 16.48, 13.75]","[15, 225, 497]","[0.62, 16.08, 25.81]",BRA,metric,"Lunch today includes 32 grams of raw beetroot, a 135-gram egg cooked on the griddle, and 360 grams of free-range chicken."
"['BEANS (BLACK, MULATTO, PURPLE, PINK, ETC.), NOT DETERMINED', 'LETTUCE, RAW', 'PORK MEAT, FRYING', 'REGULAR COLA, NOT DETERMINED', 'WHITE RICE, NOT DETERMINED']","[40.91, 0.36, 0.0, 25.98, 52.43]","[4.82, 0.02, 57.95, 0.0, 2.86]","[221, 2, 853, 105, 248]","[13.13, 0.22, 82.55, 0.0, 4.32]",BRA,metric,"I’m having a lunch with 280g of assorted beans, 20g of raw lettuce, and 280.5g of fried pork. To drink, I've got 300g of cola and I'm pairing it with 180g of white rice."
"['BEANS (BLACK, MULATTO, PURPLE, PINK, ETC.), NOT DETERMINED', 'BOVINE MEAT, BREADING', 'COFFEE, NOT DETERMINED', 'LETTUCE, RAW', 'TOMATO, RAW', 'WHITE RICE, NOT DETERMINED']","[20.45, 0.0, 0.67, 0.36, 1.72, 26.22]","[2.41, 52.13, 0.03, 0.02, 0.08, 1.43]","[111, 698, 4, 2, 8, 124]","[6.57, 57.43, 0.27, 0.22, 0.47, 2.16]",BRA,metric,"Lunch today is 140g of mixed beans, 240g of breaded meat, 20g of fresh lettuce, and 45g of raw tomato. I brewed 50g of coffee and I'm serving it with 90g of white rice."
"['CASSAVA, COOKING WITHOUT FATS/OILS', 'CHICKEN STEW (GALINHADA), NOT DETERMINED', 'GREEN CABBAGE, RAW', 'REGULAR COLA, NOT DETERMINED']","[59.38, 23.38, 0.88, 25.98]","[0.48, 4.58, 0.03, 0.0]","[240, 166, 4, 105]","[1.28, 8.6, 0.22, 0.0]",BRA,metric,"I’m enjoying 200g of cassava cooked without any fats, 120g of chicken stew, 20g of raw green cabbage, and 300g of regular cola for lunch."
"['Boiled water with dried coffee leaves  + ginger+ garlic+salt', 'Injera, Corn and millet, 50:50, leavened ']","[3.6, 56.9]","[0.0, 1.2]","[16, 249]","[0.7000000000000001, 6.2]",ETH,metric,"For breakfast, I have a mix of 385.1g of boiled water with dried coffee leaves, ginger, garlic, and salt, plus 173g of injera made from equal parts corn and millet."
"['Boiled coffee beans + salt', 'Bread, barely flour, unleavend (Qita)', 'Potato stew (with onion, red chili, oil and salt)']","[0.0, 62.2, 29.7]","[0.0, 0.6, 7.0]","[1, 284, 187]","[0.2, 7.4, 2.4000000000000004]",ETH,metric,"For breakfast, I'm having 146g of boiled coffee beans with salt, along with 145g of unleavened bread made from barely flour, and 154.2g of potato stew with onion, red chili, oil, and salt."
"['Injera, white teff, fermented ', 'Meat stew (goat meat, onion, oil, salt, red chili)']","[96.7, 6.6]","[1.8, 15.0]","[439, 297]","[9.1, 34.3]",ETH,metric,"For dinner, I have 303 grams of injera and 129 grams of goat meat stew on my plate."
"['Boiled water with dried coffee leaves  + ginger+ garlic+salt', 'Bread, corn, millet, sorghum, 50:25:25, unleavened']","[0.30000000000000004, 0.8]","[0.0, 0.0]","[1, 4]","[0.0, 0.1]",ETH,metric,"For breakfast, I prepared 31g of boiled water infused with dried coffee leaves, ginger, garlic, and salt, and I paired it with 2g of unleavened bread made from corn, millet, and sorghum."
"['Bread, sorghum, unleavened ', 'Yoghurt, whole milk (from cow)']","[5.7, 6.0]","[0.1, 4.4]","[26, 89]","[0.7, 6.1]",ETH,metric,"For my snack, I’m eating 13 grams of sorghum bread and 120 grams of yogurt made from whole milk."
"['Bread, corn and wheat flour (refined), 75:25, leavened', 'Butter, from cow milk,spiced ', 'Fish broth/soup (onion, pepper, salt, oil)', 'Porridge, barely flour']","[102.8, 0.1, 13.500000000000002, 53.1]","[4.4, 49.5, 11.2, 15.9]","[484, 464, 214, 380]","[11.6, 0.8, 15.299999999999999, 6.1]",ETH,metric,"For breakfast, I'm having 190g of leavened corn and wheat flour bread with 61g of spiced butter. I also have 223g of fish broth and 253g of barley flour porridge."
"['Boiled coffee beans + salt', 'Cow milk, whole, boiled']","[0.0, 0.5]","[0.0, 0.9]","[2, 13]","[0.2, 0.6]",ETH,metric,I’ve got 204g of boiled coffee beans mixed with salt and a little 17g of boiled whole milk for my snack.
"['Cowâ\x80\x99s milk, whole, fresh and not boiled', 'Injera, millet and corn, 75: 25, leavened', 'Pea stew (shiro wot) (with chili powder, salt, oil, red onion)']","[2.1, 19.9, 4.199999999999999]","[3.6, 0.4, 1.0]","[50, 75, 31]","[2.3, 1.9, 1.1]",ETH,metric,"At dinner, I have 68g of fresh whole milk, 52g of injera, and a serving of 40.1g of pea stew with spices."
"['Injera, millet, corn and sorghum, 50:25:25, leavened', 'Split Lentil stew (onion + red chili powder + oil + salt)']","[18.0, 7.0]","[0.4, 1.8000000000000003]","[110, 54]","[2.0, 2.3000000000000003]",ETH,metric,I ate 60 grams of millet injera and 35 grams of lentil stew for lunch.
"['Injera, red teff and corn, 75:25, leavened ']",[22.8],[0.4],[103],[2.8],ETH,metric,I’m having 64 grams of leavened injera made with 75% red teff and 25% corn for breakfast.
"['BLACK BEANS, LIQUIFIED (GUATEMALA)', 'BREAD WHEAT, SWEET', 'COFFEE, GROUNDED BASED W/SUGAR', 'FRANKFURT, BEEF & PORK, W/MARGARINE', 'TORTILLA, MAIZE BASED']","[18.03, 13.53, 4.2, 0.7999999999999999, 59.97]","[5.32, 2.78, 0.25, 18.85, 2.89]","[150, 88, 16, 193, 285]","[6.62, 2.26, 0.21, 4.92, 6.63]",GTM,metric,"For my snack, I had 90g of black beans, 24g of sweet bread, 4.9g of coffee mixed with sugar, 51g of a beef and pork frankfurter, and a 135g maize tortilla."
"['CHICKEN LEG, MEAT&SKIN, COOKED ROASTED', 'MAIZE, FLOUR, LIME-TREATED, COOKED, BLD', 'SALAD, CUCUMBER, RAW']","[0.0, 88.5, 5.0]","[7.1, 4.7, 0.3]","[145, 421, 26]","[19.0, 10.8, 1.1]",GTM,metric,"Lunch consisted of 79g of chicken leg, 97.2g of cooked maize flour, and a cucumber salad that was 205.1g."
"['BREAD WHEAT, SWEET', 'COFFEE, INSTANT, W/MILK & SUGAR']","[26.5, 25.0]","[5.44, 6.51]","[172, 184]","[4.43, 6.7700000000000005]",GTM,metric,"For my snack, I have 47g of sweet wheat bread and 217.7g of instant coffee prepared with milk and sugar."
"['COFFEE, GROUNDED BASED W/SUGAR', 'COOKED BLACK & RED BEANS W/SALT', 'SMALL PUMPKIN W/ONION, SEASONING & SALT', 'TORTILLA, MAIZE BASED']","[16.43, 10.649999999999999, 2.8699999999999997, 166.57]","[0.62, 0.26, 0.16999999999999998, 8.02]","[62, 59, 13, 791]","[0.53, 3.95, 0.8400000000000001, 18.41]",GTM,metric,"I'm enjoying a snack of 18.1g coffee that has sugar, 26.8g of seasoned cooked black and red beans, 66.2g of pumpkin with onion and seasoning, and a 375g maize tortilla."
"['BEEF MEAT W/ONION, TOMATO, CARROT & CABBAGE', 'COFFEE, GROUNDED BASED W/SUGAR', 'TAMALE, TRADITIONAL DISH, FILLED W/MEAT OR POULTRY, W/TOMATO-PEPPER BASED SAUCE']","[5.299999999999999, 2.96, 23.45]","[24.26, 0.37, 17.72]","[320, 11, 297]","[19.74, 0.31, 9.49]",GTM,metric,"For my snack, I had 178.7 grams of beef with vegetables, 3.9g of coffee with sugar, and a 179g traditional tamale with meat and a spicy sauce."
"['BREAD WHEAT, FRENCH-TYPE', 'COFFEE SUBSTITUTE OF CEREAL GRAIN W/SUGAR', 'SUNNY-SIDE-UP HEN EGGS']","[17.55, 10.96, 0.81]","[1.29, 0.03, 11.76]","[93, 43, 164]","[2.82, 0.08, 12.86]",GTM,metric,"For my evening meal, I've got 30g of French wheat bread, along with 11.3g of coffee substitute, and 104.1g of sunny-side-up eggs."
"['BEVERAGE, REFRESHMENT, RICE BASED FLOUR (HORCHATA), W/MILK AND WATER', 'MAIZE, FLOUR, LIME-TREATED, COOKED, BLD', 'PASTA, COOKED, W/TOMATO SAUCE', 'SAUSAGE, PORK AND CHICKEN, PRECOOKED']","[14.4, 32.2, 34.2, 2.1]","[0.7999999999999999, 1.7, 1.7000000000000002, 17.8]","[69, 153, 178, 198]","[1.1, 3.9, 6.6, 7.0]",GTM,metric,"For lunch, I'm having 16.8g of horchata beverage made with rice flour, milk, and water, along with 35.3g of cooked lime-treated maize flour. I also have 177.9g of pasta with tomato sauce and 58g of pre-cooked pork and chicken sausage."
"['EGGS W/TOMATO & SPICY SAUCE', 'TAMALE, TRADITIONAL DISH, FILLED W/MEAT OR POULTRY, W/TOMATO-PEPPER BASED SAUCE', 'TORTILLA, MAIZE BASED']","[5.32, 26.46, 53.3]","[5.3999999999999995, 20.0, 2.57]","[98, 335, 253]","[7.29, 10.71, 5.89]",GTM,metric,"I'm snacking on 158 grams of eggs cooked with tomato and spicy sauce, paired with a 202g tamale in a tomato-pepper sauce, plus a 120g tortilla."
"['ROSELLE FLOWERS INFUSION BEVERAGE', 'SMALL PUMPKIN W/MILK & SUGAR']","[56.46, 72.02999999999999]","[0.35, 3.5300000000000002]","[221, 325]","[0.97, 3.8400000000000003]",GTM,metric,Lunch today includes 60.4 grams of roselle flowers infusion and a small pumpkin with milk and sugar totaling 207.5 grams.
"['CARBONATED BEVERAGE, COLA TYPE W/CAFFEINE', 'WHEAT BREAD, SWEET (GUATEMALA)']","[26.1, 63.7]","[0.6, 13.1]","[106, 415]","[0.0, 10.6]",GTM,metric,"For a snack, I had 252 grams of cola-type carbonated beverage with caffeine and 113 grams of sweet wheat bread from Guatemala."
"['Butter', 'Cajamanga', 'Orange', 'Wheat bread']","[0.01, 6.27, 3.07, 19.36]","[3.98, 0.0, 0.1, 0.72]","[36, 25, 16, 100]","[0.04, 0.72, 0.28, 3.36]",STP,metric,"For a snack, I'm having 5 grams of butter on 55 grams of Cajamanga, along with 34.5 grams of orange and 40 grams of wheat bread."
"['Horse mackerel, fried', 'Rice based dish with vegetables and chorizo']","[0.09, 0.37]","[0.77, 0.16]","[15, 2]","[1.92, 0.07]",STP,metric,"For lunch, I'm having 8g of fried horse mackerel alongside a rice dish with vegetables and chorizo that weighs about 37.8g."
"['Cookies, sweet, plain ""Chiquilin""', 'Rice based dish with vegetables', 'Silk banana']","[8.25, 0.48, 11.37]","[0.0, 0.03, 0.05]","[52, 2, 44]","[0.77, 0.04, 0.92]",STP,metric,"I just had a snack that included 11g of sweet Chiquilin cookies, along with 67.1g of rice with veggies and a 51g Silk banana."
"['Banana', 'Chicken Broth']","[18.72, 0.1]","[0.07, 0.04]","[71, 1]","[0.94, 0.16999999999999998]",STP,metric,Lunch today consists of a 72g banana and 74.7g of chicken broth.
"['Cookies, sweet, plain ', 'Soft drink, Sumol ']","[19.75, 18.15]","[2.25, 0.0]","[107, 71]","[1.75, 0.0]",STP,metric,Dinner tonight includes 25 grams of plain cookies and 165 grams of Sumol soft drink.
"['Cookies, sweet, plain ', 'Lolipop - hard candy ""Chupa Chups""']","[19.75, 11.52]","[2.25, 0.0]","[107, 46]","[1.75, 0.0]",STP,metric,I enjoyed a snack of 25g of sweet plain cookies along with a 12g hard candy lollipop.
"['Orange', 'Plain Sponge Cake', 'Sugar']","[6.14, 29.71, 2.48]","[0.21, 3.52, 0.0]","[31, 160, 10]","[0.55, 4.18, 0.0]",STP,metric,"For my snack, I ate an orange weighing 69g, a 43.5g slice of sponge cake, and sprinkled on 2.5g of sugar."
"['Porridge, maize flour and coconut milk ']",[16.26],[19.08],[250],[2.63],STP,metric,I’m having 94 grams of maize flour and coconut milk porridge for dinner.
['Cake'],[43.23],[19.57],[363],[6.19],STP,metric,I'm having a 91g piece of cake for a snack.
"['Rice based dish with vegetables', 'Silk banana']","[0.48, 11.37]","[0.03, 0.05]","[2, 44]","[0.04, 0.92]",STP,metric,Lunch included 117g of rice with vegetables and a 51g Silk banana.
"['Banana', 'Paneer Paratha Indian Flatbread Stuffed With Cheese', 'Yellow Dhal Gravy']","[14.19, 98.65, 16.22]","[0.24, 44.9, 4.87]","[62, 877, 132]","[0.78, 28.06, 5.59]",MYS,metric,"For dinner, I’ve got a 60.15g banana, 240g of paneer paratha, and 180g of yellow dhal gravy."
['Kaya Bun'],[85.0],[17.0],[360],[6.8],MYS,metric,I'm having a 136g Kaya Bun for a snack.
"['Common Cabbage Stir Fried', 'Mutton Curry', 'Rice Cooked', 'String Beans Stir Fried', 'Sugar Cane Juice']","[1.13, 0.51, 30.03, 2.25, 33.34]","[1.02, 11.41, 0.08, 2.42, 0.0]","[16, 157, 130, 36, 136]","[0.53, 13.19, 2.26, 1.19, 0.76]",MYS,metric,"I have a lunch that includes 34.25 grams of common cabbage stir-fried, 85 grams of mutton curry, and 100 grams of cooked rice along with 58.95 grams of string beans stir-fried and 200 grams of sugar cane juice."
"['Chinese Walnut Cookies Hup Toh Soh', 'Water Apple']","[20.0, 1.56]","[8.0, 0.05]","[162, 9]","[2.0, 0.4]",MYS,metric,"For breakfast, I had a 32g cookie and some 50.4g Water Apple."
"['Currypuff', 'Instant Coffee Powder', 'Tap Water']","[17.24, 14.67, 0.0]","[5.65, 0.02, 0.0]","[128, 68, 0]","[1.88, 2.36, 0.0]",MYS,metric,"I prepared a snack with a 40g currypuff, 20g of instant coffee powder, and 200g of tap water."
"['Beef Rendang', 'Common Cabbage', 'Rice Cooked']","[6.25, 0.58, 45.05]","[13.23, 0.04, 0.12]","[203, 4, 195]","[14.59, 0.27, 3.39]",MYS,metric,"I'm having a breakfast that includes 80g of Beef Rendang, 17.12g of common cabbage, and 150g of cooked rice."
"['Coffee Plain Black With Sugar Concentrated', 'Tap Water', 'Yau-Car-Kue Fried Bread Dough Stick']","[37.09, 0.0, 32.9]","[0.4, 0.0, 15.36]","[154, 0, 292]","[0.55, 0.0, 5.61]",MYS,metric,"For my snack, I'm enjoying 38.87g of black coffee with sugar, 250g of tap water, and a 70g Yau-Car-Kue."
"['Kl Hokkien Noodles', 'Syrup Water And Sugar']","[66.64999999999999, 29.85]","[23.76, 0.0]","[533, 120]","[13.16, 0.0]",MYS,metric,I'm enjoying 244.82g of Kl Hokkien Noodles along with 250 grams of syrup water and sugar as a snack.
"['Mooncake Lotus Seed Paste Plain', 'Orange', 'Pastry Lao Po Bing']","[11.62, 8.06, 19.0]","[0.0, 0.38, 7.5]","[88, 38, 152]","[1.35, 0.54, 1.5]",MYS,metric,"For my snack, I’m enjoying a 23.5g lotus seed paste mooncake, a 77.4g orange, and a 35.5g piece of Lao Po Bing pastry."
"['Char Siew Pau Steamed', 'Instant Coffee Powder', 'Rice Flat Noodles With Egg Noodles Fried', 'Tap Water']","[45.0, 7.34, 46.16, 0.0]","[15.0, 0.01, 19.060000000000002, 0.0]","[363, 34, 375, 0]","[13.0, 1.18, 4.4799999999999995, 0.0]",MYS,metric,"I started my day with 120 grams of steamed Char Siew Pau, a bit of 10g instant coffee powder, and 153.56g of fried rice flat noodles mixed with egg noodles, plus 75g of tap water."
"['Butter', 'Cola beverages, caffeinic', 'Firm/semi-hard cheese (gouda and edam type)', 'Meat based dishes, PROCESS = Breading, INGREDIENT = Bovine fresh meat', 'Onions, PROCESS = Raw, no heat treatment', 'Potatoes, PROCESS = Raw, no heat treatment', 'Sweet peppers, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Red', 'Tomatoes, QUALITATIVE-INFO = Fresh', 'Vegetable fats and oils, edible, PROCESS = Blending']","[0, 22.5, 1.05, 13.5, 1.68, 16.41, 1.09, 0.97, 0]","[4.06, 0, 5.72, 3.66, 0.02, 0.09, 0.05, 0.05, 27]","[35.9, 84, 75.5, 175.6, 7.2, 74.8, 5.6, 4.5, 238.7]","[0.04, 0, 4.92, 21.92, 0.2, 2.3, 0.18, 0.22, 0]",ARG,metric,"For dinner, I'm having 5 grams of butter, 200 grams of caffeinated cola, and 25 grams of firm cheese like Gouda. I've also got 120 grams of breaded beef, 18 grams of raw onions, and 85 grams of raw potatoes. Plus, I'm adding 18 grams of raw red sweet peppers, 25 grams of fresh tomatoes, and 27 grams of blended vegetable oils."
"['Apples, PART-CONSUMED-ANALYSED = With peel', 'Pasta, with mixed or unspecified filling, cooked, INGREDIENT = Firm/semi-hard cheese (gouda and edam type)']","[34.52, 55.629999999999995]","[0.42, 18.35]","[130, 466.7]","[0.65, 18.09]",ARG,metric,"For dinner, I'm having 250g of apples with the peel and 149.8g of cooked pasta filled with firm cheese like gouda and edam."
"['Cow milk, whole', 'Yoghurt drinks, including sweetened and/or flavoured variants, QUALITATIVE-INFO = Full fat']","[11.25, 16.8]","[7.5, 0.72]","[145, 86.4]","[7.75, 3.12]",ARG,metric,"For my snack, I’m enjoying 250 grams of whole cow milk and 120 grams of flavored yogurt drink."
"['Chickpea flour', 'Vegetable fats and oils, edible']","[18.07, 0]","[2.09, 1.87]","[120.9, 16.7]","[7, 0]",ARG,metric,"For a snack, I'm having 31.2 grams of chickpea flour with 1.9 grams of vegetable oil."
"['Carrots, PROCESS = Raw, no heat treatment', 'Courgettes and similar-, PROCESS = Raw, no heat treatment', 'Cow, ox or bull fresh meat, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Half fat or medium fat', 'Onions, PROCESS = Raw, no heat treatment', 'Potatoes, PROCESS = Raw, no heat treatment', 'Soft drink, flavoured, no fruit, PROCESS = Reconstitution from concentrate, powder or other dehydrated form, INGREDIENT = Drinking water, INGREDIENT = Powdered drink bases, QUALITATIVE-INFO = Fortified']","[2.68, 0.34, 0, 0.84, 16.02, 5.5]","[0.07, 0.02, 1.84, 0.01, 0.08, 0]","[11.5, 1.6, 38.8, 3.6, 73, 26]","[0.26, 0.12, 5.18, 0.1, 2.24, 0]",ARG,metric,"For lunch, I enjoyed 28g of raw carrots, 10g of raw courgettes, and 25g of medium-fat beef, along with 9g of raw onions and 83g of raw potatoes. I also drank 200g of a flavored soft drink."
"['Starchy pudding, QUALITATIVE-INFO = Light, PREPARATION-PRODUCTION-PLACE = Food industry prepared']",[21],[0.5],[105],[4],ARG,metric,I’m having a 105g serving of light starchy pudding as a snack.
"['Meat based dishes, PROCESS = Breading, PROCESS = Roasting, INGREDIENT = Bovine fresh meat', 'Oat rolled grains, wholemeal', 'Olive oils', 'Potatoes, PROCESS = Boiling', 'Pumpkins, PROCESS = Cooking and similar thermal preparation processes', 'Sweet potatoes, PROCESS = Boiling, PART-CONSUMED-ANALYSED = W/o peel', 'Yoghurt drinks, including sweetened and/or flavoured variants, QUALITATIVE-INFO = Semi-skimmed']","[9.02, 19.88, 0, 19.6, 2.45, 17.72, 7.43]","[3.52, 2.07, 12, 0.1, 0.04, 0.14, 0]","[126.89999999999999, 116.7, 106.1, 88, 10, 76, 44.6]","[14.65, 5.07, 0, 2.4, 0.36, 1.37, 3.72]",ARG,metric,"For lunch, I'm having 81.3g of breaded and roasted beef, 30g of wholemeal oats, and 12g of olive oil. I also have 100g of boiled potatoes, 50g of cooked pumpkin, and 100g of boiled sweet potatoes without the peel, along with 125g of semi-skimmed yogurt drink."
"['Dried durum pasta', 'Isotonic and sport drinks', 'Meat stew', 'Onions, PROCESS = Raw, no heat treatment', 'Sunflower seed oil, edible', 'Sweet peppers, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Red', 'Tomato puree', 'Tomatoes, QUALITATIVE-INFO = Fresh']","[12.4, 12, 0.96, 0.96, 0, 0.23, 2.4, 1.5]","[0.25, 0, 3.32, 0.01, 2.57, 0.01, 0.08, 0.08]","[61.6, 48, 55.50000000000001, 4.1, 22.7, 1.2, 10.7, 7]","[1.83, 0, 5.249999999999999, 0.11, 0, 0.04, 0.59, 0.34]",ARG,metric,"I ate 16.6 grams of dried durum pasta along with 200 grams of isotonic sports drink for lunch. I also had 43.4 grams of meat stew, 10.3 grams of raw onions, and a bit of sunflower seed oil at 2.6 grams. There were also 3.9 grams of raw red sweet peppers, 44.6 grams of tomato puree, and 38.6 grams of fresh tomatoes."
"['Biscuit with inclusions, filling or coating, PROCESS = Chocolate coating, INGREDIENT = Wheat flour, INGREDIENT = Baked milk and similar, INGREDIENT = Hen eggs, INGREDIENT = Butter, INGREDIENT = Sucrose (common sugar)', 'Butter', 'Cow milk, whole, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids), FORTIFICATION-AGENT = Vitamin D (cholecalciferol, ergocalciferol)', 'Diet soft drinks with fruit juice, INGREDIENT = Juice, lemon', 'Meat based dishes, PROCESS = Breading, PROCESS = Frying, INGREDIENT = Chicken fresh meat', 'Potatoes, PROCESS = Boiling']","[36.02, 0, 0.32, 0, 29.14, 19.6]","[8.41, 3.24, 0.2, 0, 34.199999999999996, 0.1]","[232.1, 28.7, 4, 0, 630.6999999999999, 88]","[3.41, 0.03, 0.22, 0, 49.379999999999995, 2.4]",ARG,metric,"For lunch, I'm having a 55g biscuit coated in chocolate, along with 4g of butter. I also have 7g of whole cow milk in the mix, and a 500g diet soft drink with lemon juice. Plus, there’s 284.9g of fried chicken, and 100g of boiled potatoes."
"['Basil', 'Beetroots, PROCESS = Cooking and similar thermal preparation processes', 'Blueberries', 'Boiled eggs', 'Canned or jarred peas', 'Celeries, PROCESS = Raw, no heat treatment', 'Chicken fresh meat, PART-NATURE = Leg (as part-nature), PROCESS = Raw, no heat treatment, PART-CONSUMED-ANALYSED = W/o skin', 'Fruit soft drink, orange', 'Ice cream, milk-based', 'Maize oil, edible', 'Mayonnaise sauce, PREPARATION-PRODUCTION-PLACE = Food industry prepared', 'Strawberries, QUALITATIVE-INFO = Fresh']","[0.26, 4.98, 7.24, 0.28, 11.32, 0.5, 0, 60, 52.5, 0, 0.95, 7.68]","[0.06, 0.09, 0.16, 2.65, 0.32, 0.03, 5.42, 0, 27.75, 11, 5.41, 0.3]","[2.3, 22, 28.5, 38.8, 62.1, 2.7, 169.5, 230, 522.5, 97.2, 52.5, 32]","[0.32, 0.84, 0.37, 3.14, 3.98, 0.12, 28.11, 0, 9.5, 0, 0.08, 0.67]",ARG,metric,"For lunch, I'm having 10g of basil, 50g of cooked beetroots, and 50g of blueberries. I also have 25g of boiled eggs, 90g of canned peas, and 17g of raw celery. Plus, I’ve got 150g of fresh chicken meat (without skin), 500g of orange fruit soft drink, 250g of milk-based ice cream, 11g of edible maize oil, 13g of mayonnaise, and 100g of fresh strawberries."
