description,carb,fat,energy,protein,country,serving_type,queries
"['HORSE RADISH TREE LEAVES, BOILED', 'LARD', 'LONG JAWED ANCHOVY, DRIED, BOILED', 'PORK PLATE FLAT, FRIED', 'RICE, WHITE, BOILED/STEAMED', 'SOFTDRINKS (COCA-COLA)', 'SQUASH, FRUIT, YELLOW BOILED', 'TARO, BOILED']",96.22999999999999,64.49999999999999,1068.0,22.33,PHL,metric,"For lunch, I had 11.7g of boiled horseradish tree leaves, 10.2g of lard, 1.6g of dried boiled long jawed anchovy, 60.0g of fried pork plate flat, 225.0g of boiled white rice, 240.0g of Coca-Cola soft drink, 11.7g of boiled yellow squash, and 15.6g of boiled taro."
"['LARD', 'MUNG BEAN, GREEN, BOILED', 'PORK HAM, BROILED', 'RICE, WHITE, BOILED/STEAMED']",88.39,10.379999999999999,519.0,15.7,PHL,metric,"For lunch, my meal consisted of 1.7g of lard, 50g of boiled mung beans, 20g of pork ham, and a good portion of 252g of white rice."
"['CHICKEN EGG, WHOLE, FRIED', 'COCONUT OIL, FORTIFIED', 'CORNSTARCH', 'LONG JAWED ANCHOVY, FRIED', 'PORK PLATE FLAT, SAUTEED', 'RICE, WHITE, BOILED/STEAMED', 'SHORT-BODIED MACKEREL, FRIED/DEEP FRIED WITH SWEET SOUR SAUCE', 'SNAPBEAN, GREEN PODS, SAUTEED']",55.32,48.269999999999996,760.0,22.88,PHL,metric,"For dinner, I'm having a fried whole chicken egg that weighs 13.8g, along with 4.9g of coconut oil and 8g of cornstarch. I also have 6.8g of long jawed anchovy, 44g of sautéed pork, and 150g of boiled white rice. I’ll add 16.8g of fried mackerel with sweet sour sauce and 45g of sautéed snap beans."
"['MALABAR RED SNAPPER, BOILED', 'RICE, WHITE, BOILED/STEAMED', 'SPRING ONIONS, BOILED']",44.76,0.42000000000000004,236.0,11.13,PHL,metric,"I just had a snack that included 150 grams of white rice, 40g of boiled Malabar red snapper, and a bit of boiled spring onions, about 3.3 grams."
"['BAKERY PRODUCT STUFFED WITH MUNG BEAN', 'BREAD']",83.67999999999999,13.77,498.0,10.0,PHL,metric,"For my snack, I’ve got a bakery product with mung bean weighing 105 grams and 30 grams of bread."
"['BREAD', 'BREAD ROLL', 'SOFTDRINKS (COCA-COLA)']",177.77,10.290000000000001,908.0,26.0,PHL,metric,"I’m snacking on 150g of bread, a 100g bread roll, and 240g of Coca-Cola."
"['BREAD WITH A SLIGHTLY SWEET TASTE AND DENSE TEXTURE', 'CETRIN, PONKANA,JUICERS, KOOL AID)', 'SUGAR,WHITE,REFINED']",109.74,4.1899999999999995,524.0,12.82,PHL,metric,"I ate a snack of 112.5g of bread that’s a bit sweet and dense, along with 22.5g of Kool-Aid and 22.5g of sugar."
"['CORN GRITS (WHITE)#14, BOILED', 'HORSE RADISH TREE LEAVES, BOILED', 'SMALL SCALED FLYING FISH, DRIED, BROILED']",12.42,0.33,77.0,5.790000000000001,PHL,metric,"I started my day with 60g of boiled corn grits, along with 12g of boiled horseradish tree leaves and 6g of dried small scaled flying fish."
"['BANANA , RIPE, FRIED, SWEETEND', 'CETRIN, PONKANA,JUICERS, KOOL AID)']",44.400000000000006,2.9099999999999997,212.0,1.8,PHL,metric,My snack consists of 90g of ripe fried banana and 11.2g of Kool-Aid.
"['CORN GRITS (YELLOW)#14, BOILED', 'EGGPLANT OMELET', 'LONG JAWED ANCHOVY, DRIED, BOILED', 'MUNG BEAN , GREEN,BOILED']",55.790000000000006,21.68,516.0,22.979999999999997,PHL,metric,"I’ve got a 90g eggplant omelet alongside 170g of boiled corn grits, plus 20g of dried anchovy and 60g of boiled mung beans for dinner."
"['OATMEAL, INSTANT', 'RICE, WHITE, BOILED/STEAMED']",212.04000000000002,10.4,1047.0,24.65,PHL,metric,"For a snack, I'm having 215 grams of instant oatmeal and 150 grams of boiled white rice."
"['BEANS (BLACK, MULATTO, PURPLE, PINK, ETC.), NOT DETERMINED', 'BEEF LIVER, COOKING WITH FATS/OILS', 'BEETROOT, COOKING WITHOUT FATS/OILS', 'CARROT, RAW', 'KALE, RAW', 'WATER, NOT DETERMINED', 'WHOLE GRAIN RICE, NOT DETERMINED']",67.88,11.25,452.0,28.439999999999998,BRA,metric,"For lunch, I had 140 grams of mixed black, mulatto, purple, and pink beans, along with 70 grams of beef liver cooked in fats. I also had 120 grams of cooked beetroot, 36 grams of raw carrot, and 60 grams of raw kale. To drink, I had 150 grams of water and a side of 126 grams of whole grain rice."
"['COFFEE, NOT DETERMINED', 'MARGARINE WITH OR WITHOUT SALT, NOT APPLICABLE', 'MORTADELLA, RAW', 'SUGAR, NOT APPLICABLE', 'WHEAT BREAD, NOT DETERMINED']",25.86,9.11,212.0,6.839999999999999,BRA,metric,"I made a meal with 50 grams of coffee, 25g of wheat bread with 5g of margarine, and 30g of raw mortadella, finished off with 5g of sugar."
"['COFFEE WITH MILK, NOT DETERMINED', 'GRESSINI (BREAD STICKS), NOT DETERMINED', 'PORRIDGE (CORNMEAL, OATMEAL, FLOUR, ETC), NOT DETERMINED', 'SUGAR, NOT APPLICABLE']",107.37,12.45,585.0,11.49,BRA,metric,"This morning, I enjoyed 200g of coffee with milk, 30g of breadsticks, 195g of porridge, and added 20g of sugar."
"['CHOCOLATE POWDER, NOT DETERMINED', 'PASSION FRUIT JUICE, NOT DETERMINED', 'SALTINE CRACKER, NOT DETERMINED', 'SUGAR, NOT APPLICABLE', ""WHOLE COW'S MILK, NOT DETERMINED""]",115.51,18.04,677.0,15.719999999999999,BRA,metric,"I had 32 grams of chocolate powder along with 200 grams of passion fruit juice, 75 grams of saltine crackers, 20 grams of sugar, and 200 grams of whole cow's milk for a snack."
"['BANANA (GOLD, SILVER, WATER, ETC.), NOT DETERMINED', 'ORANGE JUICE, NOT DETERMINED', 'PAPAYA, NOT DETERMINED', 'SALTINE CRACKER, NOT DETERMINED', 'SUGAR, NOT APPLICABLE']",120.51,3.33,519.0,6.720000000000001,BRA,metric,"For my snack, I ate 150 grams of banana, drank 200 grams of orange juice, and had 310 grams of papaya, along with 15 grams of saltine crackers and 20 grams of sugar."
"['BEANS (BLACK, MULATTO, PURPLE, PINK, ETC.), NOT DETERMINED', 'CHICKEN MEAT, FRYING', 'WATER, NOT DETERMINED', 'WHITE RICE, NOT DETERMINED']",46.67,20.16,495.0,36.97,BRA,metric,"Lunch today includes 90g of white rice, 140g of black beans, 110g of fried chicken, and a glass of 200g water."
"['GARLIC AND OIL SPAGHETTI, NOT DETERMINED', 'RICE (POLISHED, PARBOILED, NEEDLE, NEEDLED, ETC.), NOT DETERMINED', 'SHOESTRING POTATO, NOT DETERMINED', 'STROGANOFF, NOT DETERMINED']",56.529999999999994,26.380000000000003,530.0,18.34,BRA,metric,"For dinner, I have 105g of garlic and oil spaghetti, 45g of rice, 27g of shoestring potatoes, and a hearty 80g of stroganoff."
"['ACEROLA JUICE, NOT DETERMINED', 'INSTANT PASTA, NOT DETERMINED', 'ORIGINAL SWEETENER, NOT APPLICABLE']",75.80000000000001,20.03,509.0,10.440000000000001,BRA,metric,"For dinner, I have 320 grams of instant pasta, 200g of acerola juice, and a tiny amount of original sweetener at 1 gram."
"['SUGAR, NOT APPLICABLE', 'WATER, NOT DETERMINED', 'YOGURT, ANY FLAVOR, NOT DETERMINED']",6.25,0.65,34.0,0.94,BRA,metric,"For a snack, I had 3g of sugar, 480g of water, and 30g of yogurt."
"['BEANS (BLACK, MULATTO, PURPLE, PINK, ETC.), NOT DETERMINED', 'BOVINE CHOP, FRYING', 'FAROFA (FLOUR), NOT DETERMINED', 'LETTUCE, TOMATO, AND ONION SALAD, NOT DETERMINED', 'PASTA, NOT DETERMINED', 'WHITE RICE, NOT DETERMINED']",104.68999999999998,29.65,795.0,34.839999999999996,BRA,metric,"For lunch, I had 140 grams of black beans, 70 grams of frying beef chop, and 15 grams of farofa. I also enjoyed an 80g salad with lettuce, tomato, and onion, along with 110 grams of pasta and 135 grams of white rice."
"['BEANS (BLACK, MULATTO, PURPLE, PINK, ETC.), NOT DETERMINED', 'CHICKEN EGG, FRYING', 'COFFEE WITH MILK, NOT DETERMINED', 'SUGAR, NOT APPLICABLE']",27.81,12.49,265.0,15.209999999999999,BRA,metric,"I’m starting my day with 140 grams of various beans, a 50g fried egg, and a coffee with milk that includes 50g of coffee and 5g of sugar."
"['MARGARINE WITH OR WITHOUT SALT, NOT APPLICABLE', 'STILL MINERAL WATER, NOT DETERMINED', 'WHEAT BREAD, NOT DETERMINED']",86.3,22.89,599.0,13.76,BRA,metric,"For breakfast, I had 28 grams of margarine, 300 grams of still mineral water, and 140 grams of wheat bread."
"['FAROFA (FLOUR) WITH MEAT / SAUSAGE / BACON, NOT DETERMINED', 'GUAVA JUICE, NOT DETERMINED', 'SUGAR, NOT APPLICABLE', 'WATER, NOT DETERMINED']",62.25,5.779999999999999,296.0,4.13,BRA,metric,"For a snack, I had 37g of farofa with meat, sausage, or bacon, along with 240g of guava juice and 240g of water, plus 24g of sugar."
"['CHICKEN EGG, FRYING', 'COFFEE, NOT DETERMINED', 'MARGARINE WITH OR WITHOUT SALT, NOT APPLICABLE', 'WHEAT BREAD, NOT DETERMINED']",45.089999999999996,20.76,424.0,15.189999999999998,BRA,metric,"Breakfast today included a 50g frying chicken egg, 100g of coffee, 14g of margarine, and 70g of wheat bread."
"['DULCE DE LECHE, NOT DETERMINED', 'ORANGE (NAVEL, SWEET ORANGE, KEY LIME, BITTER ORANGE, ETC), NOT DETERMINED']",31.25,1.68,144.0,2.84,BRA,metric,I’ve got a snack with 20g of dulce de leche paired with 180g of navel orange.
"['GRATED CHEESE, NOT APPLICABLE', 'PASTA WITH MEAT, NOT DETERMINED', 'PINEAPPLE JUICE, NOT DETERMINED', 'SUGAR, NOT APPLICABLE', 'TROPEIRO BEANS, NOT DETERMINED', 'WHITE RICE, NOT DETERMINED']",140.29,30.060000000000002,992.0,42.099999999999994,BRA,metric,"At lunch, I ate 63 grams of grated cheese along with 315 grams of pasta with meat. I also drank 240 grams of pineapple juice and had 24 grams of sugar, 34 grams of tropeiro beans, and 100 grams of white rice."
"['ALLIGATOR MEAT, FRYING', 'BANANA (GOLD, SILVER, WATER, ETC.), NOT DETERMINED', 'TAPIOCA FLOUR, NOT DETERMINED', 'WHITE RICE, NOT DETERMINED']",117.17999999999999,19.720000000000002,828.0,48.61,BRA,metric,"For breakfast, I enjoyed 170g of fried alligator meat, 75g of banana, 40g of tapioca flour, and 125g of white rice."
"['COFFEE, NOT DETERMINED', 'COUSCOUS, NOT DETERMINED', 'PLANTAIN, COOKING WITHOUT FATS/OILS', 'SCRAMBLED EGGS, NOT DETERMINED', 'SUGAR, NOT APPLICABLE']",91.95,7.640000000000001,475.0,11.819999999999999,BRA,metric,"For breakfast, I'm having 50g of coffee, 180g of couscous, 100g of cooked plantain, and 50g of scrambled eggs with 5g of sugar."
"['COFFEE, NOT DETERMINED', 'NATURAL MIXED FRUIT JUICE, NOT DETERMINED', 'SUGAR, NOT APPLICABLE', 'TAPIOCA, NOT DETERMINED']",74.29,0.32999999999999996,304.0,1.75,BRA,metric,"I had a breakfast that included 50g of coffee, 200g of natural mixed fruit juice, 5g of sugar, and 70g of tapioca."
"['BEANS (BLACK, MULATTO, PURPLE, PINK, ETC.), NOT DETERMINED', 'BEEF, ROASTING', 'ORANGE JUICE, NOT DETERMINED', 'PUMPKIN, COOKING WITHOUT FATS/OILS', 'RICE (POLISHED, PARBOILED, NEEDLE, NEEDLED, ETC.), NOT DETERMINED']",53.29,10.000000000000002,446.0,42.050000000000004,BRA,metric,"I had a lunch that consisted of 140 grams of mixed beans, 90 grams of roasted beef, 200 grams of orange juice, 70 grams of pumpkin cooked without oils, and 45 grams of rice."
"['Banana, ripe, edible portion']",26.1,0.8,116.0,1.1,ETH,metric,I have a 132g edible portion of a ripe banana for a quick snack.
"['Injera, red teff, fermented ', 'Pea stew (shiro wot) (with chili powder, salt, oil, red onion)']",114.5,5.6,565.0,14.2,ETH,metric,I made a lunch with 290g of injera made from red teff and 150.1g of shiro wot pea stew flavored with chili powder and red onion.
"['Boiled coffee beans + salt', 'Corn bread, unleavened (â\x80\x98Qitaâ\x80\x99)', 'Ethiopian kale, boiled with oil + onion + salt']",166.20000000000002,21.7,622.0,19.5,ETH,metric,"I started my day with 248 grams of boiled coffee beans and salt, along with 290g of corn bread and 210.2g of Ethiopian kale cooked with oil and onion."
"['""Kurkuto"", wheat flour (oil, butter, red chili, salt)', 'Corn bread, unleavened (â\x80\x98Qitaâ\x80\x99)', ""Cow's milk,whole, fresh and not boiled""]",53.2,20.9,392.0,10.8,ETH,metric,"For breakfast, I'm having 98g of Kurkuto made with wheat flour, oil, butter, red chili, and salt, alongside 50g of unleavened corn bread, and 148g of fresh whole cow's milk."
['Butter milk (yeâ\x80\x99tenate wotet)'],8.2,0.8,66.0,6.4,ETH,metric,"For a snack, I have 165g of buttermilk."
"['""Glory cream"" Biscuit, refined wheat flour  ']",1.0,0.2,7.0,0.1,ETH,metric,I'm having a 2g Glory cream biscuit made from refined wheat flour for lunch.
"['Injera, red teff and corn, 75:25, leavened ', 'Pea stew (shiro wot) (with chili powder, salt, oil, red onion)']",37.8,3.2,202.0,6.4,ETH,metric,"For breakfast, it’s 73g of injera and 111.1g of pea stew that’s seasoned with chili powder and onions."
"['Porridge, barely flour']",22.7,6.8,162.0,2.6,ETH,metric,I'm enjoying a snack of 108 grams of barley flour porridge.
"['Boiled coffee beans + salt', 'Corn bread, unleavened (â\x80\x98Qitaâ\x80\x99)', 'Cow milk, whole, boiled', 'Ethiopian kale, boiled with oil + onion + salt']",34.1,4.7,132.0,4.6000000000000005,ETH,metric,"I had a lunch consisting of 37g of boiled coffee beans mixed with salt, 60g of corn bread, 28g of boiled whole milk, and 24g of Ethiopian kale cooked with oil and onions."
"['Ethiopian kale, boiled with oil + onion + salt', 'Injera, Corn and millet, 75:25, leavened']",13.4,2.1,75.0,1.7000000000000002,ETH,metric,"My dinner consists of 27.1 grams of boiled kale with some oil, onion, and salt, plus 36 grams of injera made from corn and millet."
"['Corn bread, unleavened (â\x80\x98Qitaâ\x80\x99)', 'Cottage cheese, ""Ayeb"" (with salt, and  butter)', 'Ethiopian kale, fried with oil + onion + salt']",27.2,5.7,128.0,4.5,ETH,metric,"I started my day with 48g of corn bread, 15.1g of cottage cheese, and 10g of fried Ethiopian kale for breakfast."
"['Injera, corn and millet, 75:25, leavened', 'Pea stew (shiro wot) (with chili powder, salt, oil, red onion)']",49.199999999999996,1.4,195.0,5.1,ETH,metric,I'm eating 121g of injera alongside 27.9g of pea stew for lunch.
"['Boiled coffee beans + salt', 'Corn bread, unleavened (â\x80\x98Qitaâ\x80\x99)', 'Ethiopian kale, boiled with salt, onion, pepper and oil']",29.3,3.9,110.0,3.3000000000000003,ETH,metric,"I had a simple lunch with 38 grams of boiled coffee beans and salt, 51 grams of corn bread, and 38.1 grams of Ethiopian kale cooked with some spices."
"['Butter, from cow milk,spiced ', 'Porridge, barely flour']",21.6,38.2,452.0,3.0,ETH,metric,I had a breakfast consisting of 39g of spiced butter and 103g of porridge made from barley flour.
"['Corn bread, unleavened (â\x80\x98Qitaâ\x80\x99)', 'Cottage cheese, Ayeb (with salt, red chili powder, butter)']",133.70000000000002,53.8,943.0,38.0,ETH,metric,"This morning, I ate 222 grams of corn bread along with 240.8 grams of cottage cheese mixed with salt and chili powder."
"['Boiled coffee beans + salt', 'Bread, barely flour, unleavend (Qita)', 'Potato stew (with onion, red chili, oil and salt)']",91.9,7.6,472.0,10.0,ETH,metric,"For breakfast, I'm having 146g of boiled coffee beans with salt, along with 145g of unleavened bread made from barely flour, and 154.2g of potato stew with onion, red chili, oil, and salt."
"['Corn bread, leavened, (yeâ\x80\x99bokolo kufita)', 'Fish, tilapia, fried (onion, oil, salt)']",16.4,3.9,133.0,8.6,ETH,metric,"This morning, I’m eating 53 grams of corn bread along with 35.1 grams of fried tilapia."
"['Corn bread, unleavened (â\x80\x98Qitaâ\x80\x99)', 'Pea stew (shiro wot) (with chili powder, salt, oil, red onion)']",96.1,5.8,297.0,10.4,ETH,metric,Dinner consisted of 172g of unleavened corn bread and 47.9g of pea stew seasoned with chili powder and red onion.
"['Boiled coffee beans + salt', 'Injera, corn, millet and sorghum, 50:25:25, leavened', 'Split Lentil stew (onion + red chili powder + oil + salt)']",156.3,12.4,1014.0,25.0,ETH,metric,"For lunch, I enjoyed 240g of boiled coffee beans with salt, 400g of injera, and 180.2g of flavorful split lentil stew."
"['Boiled coffee beans + salt', 'Injera, corn, fermented']",27.1,0.6,122.0,2.9000000000000004,ETH,metric,"For a snack, I'm having 192 grams of boiled coffee beans with salt and 67 grams of injera made from fermented corn."
"['ARTIFICIAL BEVERAGE, LIQUID COMMERCIAL, ORANGE', 'BREAD, WATER-BASED', 'CEREAL ""CORAZON DE TRIGO"" ATOLE', 'MANGO COMMON, GREEN, RAW']",176.38,11.42,882.0,21.110000000000003,GTM,metric,"For my snack, I had 230g of orange-flavored drink, along with 77g of water-based bread, 750g of atole cereal, and a bit of green mango weighing 43.5g."
"['CHICKEN SOUP W/CHICKEN GIBLET, PASTA & LOROCO (FERNALDIA FIDDLE SHAPE)', 'TORTILLA, MAIZE BASED']",130.11,13.309999999999999,750.0,30.560000000000002,GTM,metric,I'm snacking on 135g of maize-based tortilla and 387.1g of chicken soup that includes giblets and pasta.
"['COFFEE, GROUNDED BASED W/SUGAR', 'TORTILLA, MAIZE BASED', 'WHITE BEANS W/RECADO & PORK MEAT']",99.28999999999999,12.650000000000002,625.0,32.849999999999994,GTM,metric,"I had a quick snack of 5.7g of coffee with sugar, a maize tortilla weighing 135 grams, and some white beans with recado and pork that weighed about 129.4 grams."
"['ARTIFICIAL BEVERAGE, ORANGE, W/VIT C, PREPARED', 'MAIZE THICK TORTILLA FILLED W/CHEESE (SALVADORIAN PUPUSAS)']",40.11,2.25,217.0,9.99,GTM,metric,I made a lunch with a 250g orange drink that has vitamin C and a 45g cheese-filled tortilla.
"['BANANA', 'CHEWING GUM']",22.52,0.29000000000000004,87.0,0.89,GTM,metric,I have a banana weighing 81.3 grams and some chewing gum at 6 grams for lunch.
"['BLACK BEANS, COOKED, LIQUIFIED, FRIED', 'BREAD WHEAT, FRENCH-TYPE', 'COFFEE, INSTANT, W/SUGAR', 'SUNNY-SIDE-UP HEN EGGS']",73.97,26.199999999999996,619.0,21.060000000000002,GTM,metric,"This morning, I’m enjoying 70 grams of fried black beans that are cooked and liquified, 75 grams of French bread, and 16.3 grams of instant coffee with sugar. I also have 83.1 grams of sunny-side-up eggs."
"['FRIED TORTILLA (TOSTADA) W/CHICKEN & VEGETABLES', 'SOFT DRINK, NOT COLA, CARBONATED']",60.19,2.22,212.0,4.14,GTM,metric,"For lunch, I’ve got a 60.2g tostada filled with chicken and vegetables, and I'm washing it down with a 355g carbonated soft drink."
"['BEVERAGE, HORCHATA (RICE BASED) W/ CALABASH TREE FRUIT', 'BREAD WHEAT, SWEET', 'OATS W/MILK & SUGAR']",67.58,5.3,351.0,8.96,GTM,metric,"This morning, I ate 250g of horchata, 250g of oats with milk and sugar, and a small 24g sweet wheat bread."
['CORN ATOLE W/MILK'],43.2,2.8,205.0,5.630000000000001,GTM,metric,I made a 279g serving of corn atole with milk for breakfast.
"['EGG SOUP', 'PINOL BEVERAGE W/WATER & SUGAR', 'TORTILLA, MAIZE BASED']",79.39,10.93,483.0,18.950000000000003,GTM,metric,"For breakfast today, I had egg soup weighing 139.9g, a 26.7g pinol beverage, and a maize tortilla that weighed 111g."
